Long Station Name,Collection Date,EC,Ca,Sacramento X2,WYT,Location,Area
Old River South of Rock Slough (St 5A),12/17/1979,201,13,79.03917236,BN,OMR,Interior
Contra Costa PP Number 01,10/13/1994,569,12,90.78710967,AN,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,12,84.7182393,D,OMR,Interior
Old River South of Rock Slough (St 5A),7/16/1981,366,12,87.76825037,D,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,12,69.2729812,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/20/1985,302,12,86.18412719,D,OMR,Interior
Middle River at Bacon Island Bridge,8/13/1990,296,12,82.37363354,C,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,12,73.8076039,W,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,12,77.35304839,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/6/1979,250,12,80.35169489,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/16/1983,248,12,64.13561458,W,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,12,77.4197889,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1982,244,12,78.29621658,W,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,12,56.61660003,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1984,230,12,52.80804893,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/20/1979,227,12,77.49708288,AN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,12,84.55059684,BN,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1980,219,12,78.251066,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/30/1980,218,12,52.74067557,AN,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,12,58.38588799,W,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,12,79.32528838,W,OMR,Interior
Clifton Court Intake,7/25/1984,212,12,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1980,212,12,49.22949664,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/18/1983,211,12,51.81872331,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,12,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1984,209,12,68.46687852,W,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,12,70.16642583,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1982,208,12,66.6341757,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1980,204,12,75.79339987,BN,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,12,49.18404199,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/17/1984,201,12,71.23309041,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/3/1980,201,12,78.34640114,BN,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,12,57.60965856,W,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,12,80.7913406,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1980,195,12,70.47262594,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1984,190,12,74.34286418,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,12,79.32890201,BN,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,12,46.65054443,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1980,186,12,68.25641473,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/21/1979,178,12,73.19414698,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1993,175,12,78.41118016,AN,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1993,161,12,75.81769133,AN,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,11.4,82.35063213,BN,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,11,84.14076361,D,OMR,Interior
Old River South of Rock Slough (St 5A),10/19/1982,234,11,67.33005042,D,OMR,Interior
Old River South of Rock Slough (St 5A),8/21/1984,232,11,77.90828234,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/7/1986,229,11,81.25987168,W,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,11,71.77110367,W,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,11,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1979,214,11,80.43664007,BN,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,11,78.41118016,AN,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,11,83.57049111,BN,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,11,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1980,204,11,80.02274745,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1986,203,11,57.82517336,W,OMR,Interior
Clifton Court Intake,4/9/1986,197,11,52.99907803,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/24/1982,196,11,58.78823135,W,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,11,69.40952731,C,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,11,77.48586469,W,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,11,70.95431958,W,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,11,78.12007996,W,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,11,67.21706163,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,11,77.2692402,BN,OMR,Interior
Middle River @ Union Point - P10A,7/5/2011,184,11,56.36389323,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/17/1982,184,11,76.46364235,W,OMR,Interior
Middle River @ Union Point - P10A,7/10/2017,177,11,70.04911852,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/13/1984,177,11,76.76724225,W,OMR,Interior
Contra Costa PP Number 01,7/11/1996,175,11,75.57077698,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1980,174,11,71.80905674,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/14/1980,172,11,71.65830083,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/25/1983,170,11,53.44081668,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/6/1980,170,11,76.44358914,AN,OMR,Interior
Clifton Court Intake,7/20/1993,166,11,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,9/2/1998,161,11,67.79734317,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/29/1980,159,11,75.15820048,AN,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,10,81.93439648,W,OMR,Interior
Rock Slough @ Old River,7/25/1984,217,10,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/18/1984,209,10,75.88810175,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/20/1984,192,10,72.85477497,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1983,192,10,49.15904734,W,OMR,Interior
Rock Slough @ Old River,6/27/1984,189,10,78.52956136,W,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,10,71.58781984,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/16/1982,180,10,65.44459814,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1982,178,10,53.20631662,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2017,177,10,57.96351261,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/26/1983,175,10,63.12853224,W,OMR,Interior
Rock Slough at Delta Road Bridge,7/5/2011,169,10,56.36389323,W,OMR,Interior
Contra Costa PP Number 01,7/8/1993,159,10,75.05380959,AN,OMR,Interior
Rock Slough @ Old River,7/8/1993,156,10,75.05380959,AN,OMR,Interior
Contra Costa PP Number 01,7/6/2005,151,10,69.97360216,AN,OMR,Interior
Old River North of Rock Slough (St 4b),7/8/1993,148,10,75.05380959,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/10/1993,147,10,70.9026113,AN,OMR,Interior
Contra Costa PP Number 01,7/5/2006,162,9,67.43685291,W,OMR,Interior
Contra Costa PP Number 01,7/22/1993,159,9,69.41514716,AN,OMR,Interior
Middle River @ Union Point - P10A,7/5/2006,154,9,67.43685291,W,OMR,Interior
Contra Costa PP Number 01,8/9/1995,150,9,68.77947219,W,OMR,Interior
Contra Costa PP Number 01,7/12/1995,146,9,65.49822638,W,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,8,81.20170079,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1983,154,8,64.89019526,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/20/1983,138,8,57.24485942,W,OMR,Interior
Middle River @ Union Point - P10A,5/3/2017,120,8,50.00669585,W,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,28,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,28,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,35.2,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,14,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,10,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,19,68.77308425,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,69,91.3346382,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,54,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/25/1989,130,9,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/24/1990,204,14,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,63,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,65,84.5852336,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1990,164,12,87.22990049,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,37,87.22990049,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/26/1990,160,11,86.56430395,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,44,86.56430395,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/22/1990,178,13,83.47764088,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,38,83.47764088,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/24/1990,191,12,94.04183083,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,36,94.04183083,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/29/1991,344,22,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,56,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,62,85.01362795,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/23/1991,251,17,85.01362795,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,49,92.78926842,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/24/1991,275,13,92.78926842,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,49,88.57096592,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/21/1991,245,12,88.57096592,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,35,94.27657666,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/23/1991,160,11,94.27657666,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,50,92.69366513,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/23/1992,247,18,92.69366513,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,42,77.19407905,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/22/1992,231,16,77.19407905,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,43,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/22/1992,179,12,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/19/1992,163,12,92.0935494,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,47,92.45317986,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/7/1992,232,14,92.45317986,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,19,64.09402935,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/13/1993,247,17,64.09402935,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,28,62.38347365,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/21/1993,145,11,62.38347365,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,44,75.05380959,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/8/1993,120,9,75.05380959,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,18,78.41118016,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/1/1993,162,13,78.41118016,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,13,84.89979461,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/20/1993,151,11,84.89979461,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,34,82.38546939,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/12/1994,227,15,82.38546939,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,42,78.884997,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/20/1994,236,15,78.884997,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,51,90.6143213,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/20/1994,248,11,90.6143213,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,36,91.53716312,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,46,81.11970496,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,21,53.05662006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,23,49.77058978,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,18,35.26878783,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,10,55.06228913,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,8,50.95156216,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,14,57.6171137,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,13,58.74876866,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,32,74.57233985,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,20,67.19233682,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,11,74.05131326,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,34,79.55759468,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,33,79.94458802,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,45,81.11891586,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,14,53.64428507,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,14,48.94207006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,19,53.46132043,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,17,62.32099718,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,30,65.4871296,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,40,73.33974661,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,36,77.45680181,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,34,76.73553471,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,29,83.55493234,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,33,87.30019572,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,12,67.9766535,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,11,47.19212894,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,20,55.45327752,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,39,73.79612645,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,18,71.63203277,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,28,78.50514499,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,33,78.23532434,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,38,77.94958475,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,40,77.2650624,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,40,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,40,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,47,91.08275529,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,47,91.08275529,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,43,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,39,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,36,82.2895829,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,45,82.2895829,BN,SJRcorridor,Interior
Old River nr Tracy,7/25/1989,850,76,80.02863026,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,74,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,4/23/1991,1510,70,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,69,77.19407905,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,68,80.02863026,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,65,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,65,94.90599798,C,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,64,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,64,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,63,85.01362795,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,63,80.02863026,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,61,91.80575032,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,61,94.90599798,C,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,61,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,60,94.27657666,C,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,59,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,57,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,57,88.57096592,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,56,78.72735886,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,56,79.66720736,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,56,67.34893515,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/16/1991,1150,56,92.74078739,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,54,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,54,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,54,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,54,92.3938467,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,53,79.66720736,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,53,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/2/1991,1100,52,93.51732212,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,52,83.0036227,D,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,52,90.6143213,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,51,92.69366513,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,51,83.0036227,D,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,51,64.397985,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,51,94.04183083,D,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,51,75.05380959,AN,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,50,89.32251087,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,2/14/1991,1080,50,93.77396204,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,50,93.85276614,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,50,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,50,90.6143213,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,49,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,49,77.19407905,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,48,92.78926842,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,48,90.77667797,C,SouthDelta,Interior
Old River @ Middle River,2/10/2009,1079,47,84.02790463,D,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,47,78.884997,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,47,86.56430395,C,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,46,92.3938467,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,46,75.01511525,D,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,46,73.95020527,D,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,45,92.0935494,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,45,89.32251087,D,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,45,92.45317986,C,SouthDelta,Interior
Old River @ Middle River,1/7/2009,962,45,86.91076865,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,45,78.884997,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,45,86.56430395,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,44,88.07443799,D,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,44,83.47764088,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,44,75.05380959,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,43,91.80575032,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,43,93.85276614,C,SouthDelta,Interior
Old River @ Middle River,12/22/2008,900,42,92.48009562,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,42,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,42,87.22990049,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/31/1990,828,42,85.26138636,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,42,78.884997,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,41,88.07443799,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,40,60.14582078,D,SouthDelta,Interior
Old River @ Middle River,1/29/2009,862,40,83.77227583,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/5/1990,816,40,86.59648732,C,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,40,62.38347365,AN,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,40,77.24823856,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,39,95.49778406,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,39,54.40866096,D,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,39,63.13375011,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,39,75.01511525,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,39,79.53429049,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,38,90.6143213,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,38,60.14582078,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/28/1990,829,38,92.60675328,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/16/1990,777,38,85.00509504,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,37,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,37,83.47764088,C,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,36,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,36,72.01442228,C,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,36,67.73613947,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,34,92.3938467,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,34,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/13/1990,672,33,82.37363354,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,33,70.47185036,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/31/1990,817,32,92.89347904,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,32,54.40866096,D,SouthDelta,Interior
