Long Station Name,Collection Date,EC,Br,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,5/4/2015,568,0.29,94.17154572,C,OMR,Interior
Middle River @ Union Point - P10A,5/4/2015,568,0.29,94.17154572,C,SouthDelta,Interior
Contra Costa PP Number 01,10/13/1994,569,0.35,90.78710967,AN,OMR,Interior
Clifton Court Intake,6/4/1992,569,0.25,92.61021102,C,OMR,Interior
Middle River at Bacon Island Bridge,8/4/1992,571,0.39,93.425676,C,OMR,Interior
Rock Slough @ Old River,7/26/1990,572,0.48,86.56430395,C,OMR,Interior
Old River North of Rock Slough (St 4b),9/25/1990,573,0.46,91.8739207,C,OMR,Interior
Contra Costa PP Number 01,12/2/2008,574,0.36,92.75840841,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/13/1991,575,0.37,92.96709129,C,SouthDelta,Interior
Contra Costa PP Number 01,12/6/2004,579,0.36,88.99645057,BN,OMR,Interior
Middle River @ Union Point - P10A,9/9/2015,581,0.37,94.75346141,C,OMR,Interior
Middle River @ Union Point - P10A,9/9/2015,581,0.37,94.75346141,C,SouthDelta,Interior
Rock Slough @ Old River,9/25/1990,583,0.49,91.8739207,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2009,583,0.32,65.57301543,D,OMR,Interior
Middle River @ Union Point - P10A,3/2/2009,583,0.32,65.57301543,D,SouthDelta,Interior
Middle River at Bacon Island Bridge,10/24/1990,585,0.39,94.04183083,D,OMR,Interior
Contra Costa PP Number 01,10/23/1991,585,0.38,94.27657666,C,OMR,Interior
Middle River @ Union Point - P10A,1/6/2009,589,0.39,86.18470086,D,OMR,Interior
Middle River @ Union Point - P10A,1/6/2009,589,0.39,86.18470086,D,SouthDelta,Interior
Contra Costa PP Number 01,3/3/2003,591,0.17,60.574921,AN,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,0.24,65.4871296,W,SJRcorridor,Interior
Old River North of Rock Slough (St 4b),8/7/1990,595,0.53,84.4251127,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/24/1991,595,0.49,92.78926842,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/1/1990,595,0.38,91.47315676,D,SouthDelta,Interior
Rock Slough @ Old River,7/24/1991,596,0.48,92.78926842,C,OMR,Interior
Rock Slough @ Old River,5/22/1991,596,0.36,90.63835999,C,OMR,Interior
Clifton Court Intake,8/25/1994,597,0.39,90.48799198,C,OMR,Interior
Rock Slough @ Old River,2/23/1990,598,0.37,83.08252588,C,OMR,Interior
Clifton Court Intake,5/19/1994,599,0.24,76.51544974,C,OMR,Interior
Middle River @ Union Point - P10A,1/6/2014,601,0.38,92.33233742,C,OMR,Interior
Middle River @ Union Point - P10A,1/4/2016,601,0.37,89.47617765,BN,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,0.19,62.38347365,AN,SJRcorridor,Interior
Middle River @ Union Point - P10A,1/6/2014,601,0.38,92.33233742,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,0.37,89.47617765,BN,SouthDelta,Interior
Contra Costa PP Number 01,10/7/2003,604,0.38,88.64679121,D,OMR,Interior
Middle River at Bacon Island Bridge,11/19/1992,607,0.37,93.66767375,C,OMR,Interior
Clifton Court Intake,6/25/1991,607,0.36,93.04612539,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1991,609,0.34,94.35994762,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,0.26,83.55493234,W,SJRcorridor,Interior
Middle River at Bacon Island Bridge,2/26/1991,610,0.42,94.34149831,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/1/1990,613,0.51,91.47315676,D,OMR,Interior
Old River North of Rock Slough (St 4b),5/22/1991,613,0.38,90.63835999,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2014,613,0.37,92.39401068,D,OMR,Interior
Middle River @ Union Point - P10A,11/3/2014,613,0.37,92.39401068,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,0.2,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,0.33,94.93479848,C,OMR,Interior
Contra Costa PP Number 01,1/8/2002,616,0.25,54.28372948,D,OMR,Interior
Middle River @ Union Point - P10A,10/5/2015,616,0.33,94.93479848,C,SouthDelta,Interior
Rock Slough @ Old River,10/1/1990,618,0.53,91.47315676,D,OMR,Interior
Middle River at Bacon Island Bridge,11/27/1990,618,0.35,93.19458317,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,0.24,78.23532434,W,SJRcorridor,Interior
Contra Costa PP Number 01,10/2/1990,625,0.51,92.40360011,D,OMR,Interior
Middle River at Bacon Island Bridge,11/13/1990,625,0.32,93.89378554,D,OMR,Interior
Rock Slough @ Old River,7/10/1991,630,0.52,92.07471565,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/11/1990,631,0.39,94.23950241,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,0.34,84.30493265,D,OMR,Interior
Contra Costa PP Number 01,1/13/1993,633,0.29,64.09402935,AN,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,0.23,74.57233985,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,2/3/2009,633,0.34,84.30493265,D,SouthDelta,Interior
Rock Slough @ Old River,8/7/1990,635,0.49,84.4251127,C,OMR,Interior
Contra Costa PP Number 01,4/10/1995,635,0.22,50.51772825,W,OMR,Interior
Rock Slough @ Old River,10/20/1994,636,0.41,92.73586707,AN,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/26/1991,636,0.4,92.70986559,C,SouthDelta,Interior
Rock Slough @ Old River,10/23/1991,637,0.43,94.27657666,C,OMR,Interior
Old River North of Rock Slough (St 4b),6/26/1991,639,0.46,92.70986559,C,OMR,Interior
Contra Costa PP Number 01,1/3/2005,640,0.47,63.06546569,AN,OMR,Interior
Contra Costa PP Number 01,11/3/2008,642,0.39,93.02142734,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/28/1990,644,0.41,84.07314596,C,SouthDelta,Interior
Contra Costa PP Number 01,11/17/1993,647,0.48,88.13138401,C,OMR,Interior
Rock Slough @ Old River,6/26/1991,647,0.47,92.70986559,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/10/1991,648,0.53,92.07471565,C,OMR,Interior
Middle River @ Union Point - P10A,8/3/2015,648,0.4,95.38511805,C,OMR,Interior
Middle River @ Union Point - P10A,8/3/2015,648,0.4,95.38511805,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,0.38,83.47764088,C,SouthDelta,Interior
Clifton Court Intake,5/23/1990,654,0.34,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,3/7/2005,654,0.2,57.47547175,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/30/1990,656,0.38,93.26510574,D,OMR,Interior
Contra Costa PP Number 01,12/5/2005,660,0.43,82.80590189,AN,OMR,Interior
Rock Slough @ Old River,5/23/1990,660,0.42,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,4/1/2003,663,0.18,69.81194277,AN,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,0.27,77.94958475,W,SJRcorridor,Interior
Old River North of Rock Slough (St 4b),10/23/1991,665,0.47,94.27657666,C,OMR,Interior
Contra Costa PP Number 01,8/5/2002,665,0.44,83.27712196,D,OMR,Interior
Contra Costa PP Number 01,7/20/1994,666,0.46,90.6143213,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,0.27,76.73553471,W,SJRcorridor,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,0.26,70.47185036,C,SouthDelta,Interior
Clifton Court Intake,9/22/1994,667,0.43,90.04354307,C,OMR,Interior
Middle River @ Union Point - P10A,7/6/2015,667,0.39,95.81957478,C,OMR,Interior
Middle River @ Union Point - P10A,7/6/2015,667,0.39,95.81957478,C,SouthDelta,Interior
Contra Costa PP Number 01,11/7/2000,668,0.43,84.3926938,W,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,0.26,77.2650624,W,SJRcorridor,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/13/1990,672,0.37,82.37363354,C,SouthDelta,Interior
Contra Costa PP Number 01,11/4/2003,673,0.43,88.40480968,D,OMR,Interior
Middle River @ Union Point - P10A,11/2/2015,675,0.37,93.88533024,C,OMR,Interior
Middle River @ Union Point - P10A,11/2/2015,675,0.37,93.88533024,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,0.43,92.45317986,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,12/10/1992,686,0.42,95.44056579,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,0.37,90.14218042,C,SouthDelta,Interior
Clifton Court Intake,11/21/1991,688,0.48,93.42904814,C,OMR,Interior
Contra Costa PP Number 01,12/5/1996,688,0.41,78.03491703,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/20/1994,690,0.49,90.6143213,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,0.27,87.30019572,W,SJRcorridor,Interior
Rock Slough @ Old River,7/20/1994,692,0.51,90.6143213,C,OMR,Interior
Old River @ Middle River,4/16/2009,694,0.32,67.73613947,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,0.41,93.2549537,C,OMR,Interior
Middle River @ Union Point - P10A,6/1/2015,697,0.41,93.2549537,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,0.23,72.01442228,C,SouthDelta,Interior
Contra Costa PP Number 01,8/21/1991,699,0.45,88.57096592,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,0.49,94.90599798,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),9/12/1991,702,0.55,88.08357466,C,OMR,Interior
Contra Costa PP Number 01,1/3/2006,703,0.55,0,W,OMR,Interior
Contra Costa PP Number 01,8/23/1994,703,0.51,91.93258472,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,0.49,94.04183083,D,SouthDelta,Interior
Contra Costa PP Number 01,1/2/2007,704,0.44,80.23657174,D,OMR,Interior
Old River North of Rock Slough (St 4b),9/26/1991,705,0.51,89.13268814,C,OMR,Interior
Contra Costa PP Number 01,6/24/1991,705,0.47,92.83977948,C,OMR,Interior
Contra Costa PP Number 01,1/17/1995,709,0.35,46.35508675,W,OMR,Interior
Clifton Court Intake,10/23/1990,710,0.52,94.64630634,D,OMR,Interior
Middle River @ Union Point - P10A,12/7/2015,710,0.49,94.9140377,C,OMR,Interior
Middle River @ Union Point - P10A,12/7/2015,710,0.49,94.9140377,C,SouthDelta,Interior
Rock Slough @ Old River,6/13/1991,713,0.57,92.96709129,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/14/1990,715,0.44,93.90716742,D,SouthDelta,Interior
Clifton Court Intake,9/24/1992,717,0.53,92.85385013,C,OMR,Interior
Old River North of Rock Slough (St 4b),6/13/1991,719,0.58,92.96709129,C,OMR,Interior
Rock Slough @ Old River,9/12/1991,722,0.58,88.08357466,C,OMR,Interior
Contra Costa PP Number 01,12/3/2003,724,0.48,87.61870823,AN,OMR,Interior
Clifton Court Intake,6/25/1992,724,0.47,90.85817896,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,0.48,91.63677332,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,0.31,82.38546939,C,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,0.34,94.27657666,C,SJRcorridor,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,0.25,54.40866096,D,SouthDelta,Interior
Contra Costa PP Number 01,10/6/2004,730,0.38,80.20091081,AN,OMR,Interior
Clifton Court Intake,3/9/1993,730,0.24,59.04059358,AN,OMR,Interior
Clifton Court Intake,1/31/1991,731,0.45,94.0793962,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,0.32,82.38546939,C,SJRcorridor,Interior
Contra Costa PP Number 01,1/23/1992,732,0.46,92.69366513,C,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,0.48,83.47764088,C,SouthDelta,Interior
Clifton Court Intake,11/19/1992,737,0.5,93.66767375,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,0.44,83.47764088,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,0.37,94.04183083,D,SJRcorridor,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,0.35,77.24823856,D,SouthDelta,Interior
Rock Slough @ Old River,9/26/1991,741,0.56,89.13268814,C,OMR,Interior
Contra Costa PP Number 01,9/2/2008,744,0.52,88.7732302,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,0.32,79.94458802,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,0.31,77.45680181,W,SJRcorridor,Interior
Contra Costa PP Number 01,12/3/2001,750,0.45,82.50576236,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,0.31,79.55759468,C,SJRcorridor,Interior
Contra Costa PP Number 01,3/6/2001,753,0.3,70.05240742,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/17/1990,761,0.45,93.81403956,D,SouthDelta,Interior
Contra Costa PP Number 01,11/1/2004,765,0.32,83.50140273,AN,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1992,766,0.6,94.16017229,C,OMR,Interior
Old River nr Tracy,1/12/1994,771,0.33,82.38546939,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,0.5,93.92384943,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,0.31,73.33974661,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,2/3/2014,774,0.5,93.92384943,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/16/1990,777,0.43,85.00509504,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),3/12/1991,779,0.6,78.72735886,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/12/1990,781,0.55,93.02603777,C,SouthDelta,Interior
Contra Costa PP Number 01,9/11/1991,782,0.5,92.53683095,C,OMR,Interior
Contra Costa PP Number 01,1/6/2004,784,0.51,55.58733795,BN,OMR,Interior
Clifton Court Intake,6/27/1990,786,0.24,84.4854239,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,0.3,73.79612645,W,SJRcorridor,Interior
Rock Slough @ Old River,1/23/1992,792,0.5,92.69366513,C,OMR,Interior
Clifton Court Intake,4/24/1991,792,0.32,86.48122671,C,OMR,Interior
Contra Costa PP Number 01,2/24/1992,793,0.45,66.71267132,C,OMR,Interior
Contra Costa PP Number 01,2/3/2009,794,0.52,84.30493265,D,OMR,Interior
Old River North of Rock Slough (St 4b),7/9/1992,795,0.6,91.63677332,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1992,795,0.48,94.16017229,C,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,0.41,91.53716312,AN,SJRcorridor,Interior
Contra Costa PP Number 01,3/11/1993,801,0.24,59.02850507,AN,OMR,Interior
Old River nr Tracy,4/21/1993,802,0.28,62.38347365,AN,SouthDelta,Interior
Rock Slough @ Old River,8/25/1994,805,0.59,90.48799198,C,OMR,Interior
Clifton Court Intake,12/11/1991,810,0.5,94.35994762,C,OMR,Interior
Rock Slough @ Old River,10/20/1992,811,0.62,94.16017229,C,OMR,Interior
Contra Costa PP Number 01,9/5/2007,812,0.63,85.25541551,D,OMR,Interior
Rock Slough @ Old River,7/9/1992,812,0.63,91.63677332,C,OMR,Interior
Contra Costa PP Number 01,12/13/1994,814,0.57,82.54298007,C,OMR,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,0.39,79.53429049,D,SouthDelta,Interior
Rock Slough @ Old River,10/11/1990,816,0.7,94.23950241,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/5/1990,816,0.5,86.59648732,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/31/1990,817,0.53,92.89347904,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,0.51,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,0.39,78.884997,C,SouthDelta,Interior
Rock Slough @ Old River,10/31/1990,828,0.68,92.89347904,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/31/1990,828,0.43,85.26138636,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/28/1990,829,0.43,92.60675328,D,SouthDelta,Interior
Old River North of Rock Slough (St 4b),10/31/1990,832,0.66,92.89347904,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,0.31,77.19407905,C,SJRcorridor,Interior
Old River North of Rock Slough (St 4b),10/7/1992,835,0.68,92.45317986,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/11/1990,836,0.74,94.23950241,D,OMR,Interior
Contra Costa PP Number 01,11/19/1991,836,0.66,93.6335894,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/23/1992,837,0.53,92.69366513,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/6/1992,840,0.66,92.5804813,C,OMR,Interior
Clifton Court Intake,2/27/1991,840,0.63,95.15255136,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,2/25/1991,840,0.6,94.18554964,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,0.44,88.57096592,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,0.32,60.14582078,D,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,0.36,75.05380959,AN,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,0.38,86.56430395,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,0.43,75.01511525,D,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,0.34,63.13375011,D,SouthDelta,Interior
Rock Slough @ Old River,10/17/1990,847,0.69,93.81403956,D,OMR,Interior
Rock Slough @ Old River,11/14/1990,848,0.64,93.90716742,D,OMR,Interior
Rock Slough @ Old River,10/7/1992,849,0.7,92.45317986,C,OMR,Interior
Contra Costa PP Number 01,12/3/2002,850,0.46,93.0185482,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,0.41,90.6143213,C,SouthDelta,Interior
Clifton Court Intake,12/11/1990,853,0.63,93.08539402,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,0.43,86.56430395,C,SJRcorridor,Interior
Contra Costa PP Number 01,9/4/2002,854,0.6,88.12309273,D,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,0.37,75.05380959,AN,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,0.55,83.47764088,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),11/14/1990,859,0.67,93.90716742,D,OMR,Interior
Rock Slough @ Old River,3/12/1991,859,0.65,78.72735886,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/16/1991,861,0.68,92.74078739,C,OMR,Interior
Rock Slough @ Old River,1/16/1991,862,0.68,92.74078739,C,OMR,Interior
Old River @ Middle River,1/29/2009,862,0.33,83.77227583,D,SouthDelta,Interior
Old River North of Rock Slough (St 4b),10/17/1990,863,0.67,93.81403956,D,OMR,Interior
Rock Slough @ Old River,4/25/1990,864,0.66,87.22990049,C,OMR,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,0.36,54.40866096,D,SouthDelta,Interior
Contra Costa PP Number 01,10/1/2008,870,0.65,88.30977329,D,OMR,Interior
Contra Costa PP Number 01,11/5/2002,874,0.57,91.73476989,D,OMR,Interior
Clifton Court Intake,12/10/1992,875,0.48,95.44056579,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/29/1991,878,0.72,94.90599798,C,OMR,Interior
Rock Slough @ Old River,8/6/1992,878,0.69,92.5804813,C,OMR,Interior
Contra Costa PP Number 01,2/5/1998,879,0.38,41.15155574,W,OMR,Interior
Old River North of Rock Slough (St 4b),1/2/1991,880,0.7,93.51732212,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,0.41,78.884997,C,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,0.45,92.45317986,C,SouthDelta,Interior
Contra Costa PP Number 01,9/22/1992,882,0.71,92.38888101,C,OMR,Interior
Contra Costa PP Number 01,6/23/1992,885,0.62,92.2794422,C,OMR,Interior
Contra Costa PP Number 01,10/7/1999,892,0.44,85.55971154,W,OMR,Interior
Rock Slough @ Old River,1/29/1991,897,0.74,94.90599798,C,OMR,Interior
Contra Costa PP Number 01,11/6/2001,898,0.58,92.77803114,AN,OMR,Interior
Contra Costa PP Number 01,3/7/1996,898,0.34,46.46251523,W,OMR,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,0.46,93.85276614,C,SouthDelta,Interior
Rock Slough @ Old River,7/22/1992,899,0.73,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,10/7/1992,900,0.71,92.45317986,C,OMR,Interior
Old River @ Middle River,12/22/2008,900,0.53,92.48009562,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,0.48,92.3938467,C,SouthDelta,Interior
Rock Slough @ Old River,8/19/1992,901,0.72,92.0935494,C,OMR,Interior
Contra Costa PP Number 01,8/19/1992,904,0.74,92.0935494,C,OMR,Interior
Contra Costa PP Number 01,7/22/1992,905,0.68,92.3938467,C,OMR,Interior
Rock Slough @ Old River,1/2/1991,907,0.73,93.51732212,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/22/1992,909,0.75,92.3938467,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,0.45,95.49778406,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,0.4,60.14582078,D,SouthDelta,Interior
Old River North of Rock Slough (St 4b),8/19/1992,915,0.73,92.0935494,C,OMR,Interior
Old River nr Tracy,7/26/1990,916,0.43,86.56430395,C,SouthDelta,Interior
Contra Costa PP Number 01,1/6/1998,920,0.52,80.42409534,W,OMR,Interior
Old River North of Rock Slough (St 4b),10/24/1990,921,0.76,94.04183083,D,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,0.4,78.884997,C,SouthDelta,Interior
Contra Costa PP Number 01,10/2/2007,928,0.7,87.02852586,W,OMR,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,0.41,91.80575032,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),9/3/1992,930,0.8,90.77667797,C,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,0.32,77.19407905,C,SouthDelta,Interior
Rock Slough @ Old River,9/3/1992,933,0.8,90.77667797,C,OMR,Interior
Contra Costa PP Number 01,12/8/1992,933,0.72,96.70881536,C,OMR,Interior
Old River North of Rock Slough (St 4b),6/11/1992,934,0.59,90.14218042,C,OMR,Interior
Contra Costa PP Number 01,9/20/1994,935,0.72,92.37559029,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,0.46,90.6143213,C,SJRcorridor,Interior
Old River nr Tracy,4/20/1994,942,0.44,78.884997,C,SouthDelta,Interior
Contra Costa PP Number 01,11/17/1992,943,0.64,94.87189975,C,OMR,Interior
Contra Costa PP Number 01,2/6/2001,943,0.5,82.30525912,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,0.54,92.45317986,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,0.42,81.11970496,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,0.37,81.11891586,W,SJRcorridor,Interior
Rock Slough @ Old River,6/11/1992,947,0.62,90.14218042,C,OMR,Interior
Contra Costa PP Number 01,11/5/1997,948,0.78,91.80829068,W,OMR,Interior
Rock Slough @ Old River,11/28/1990,949,0.77,92.60675328,D,OMR,Interior
Old River North of Rock Slough (St 4b),12/19/1991,950,0.67,95.49778406,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,0.5,88.57096592,C,SJRcorridor,Interior
Old River nr Tracy,7/8/1993,950,0.44,75.05380959,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,0.39,88.07443799,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,0.49,90.77667797,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,0.41,90.6143213,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),11/28/1990,959,0.79,92.60675328,D,OMR,Interior
Rock Slough @ Old River,10/24/1990,960,0.77,94.04183083,D,OMR,Interior
Rock Slough @ Old River,1/24/1990,962,0.69,79.66720736,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,0.49,92.78926842,C,SJRcorridor,Interior
Old River @ Middle River,1/7/2009,962,0.52,86.91076865,D,SouthDelta,Interior
Rock Slough @ Old River,12/19/1991,967,0.74,95.49778406,C,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,0.52,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,0.52,92.45317986,C,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,0.57,92.3938467,C,SJRcorridor,Interior
Contra Costa PP Number 01,12/9/1991,988,0.77,94.2937316,C,OMR,Interior
Rock Slough @ Old River,9/22/1994,988,0.74,90.04354307,C,OMR,Interior
Contra Costa PP Number 01,11/9/1994,988,0.52,92.63852791,AN,OMR,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,0.4,88.07443799,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,0.05,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,0.55,88.57096592,C,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,0.48,73.95020527,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,0.46,89.32251087,D,SouthDelta,Interior
Contra Costa PP Number 01,1/7/2003,1010,0.57,51.99960319,AN,OMR,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,0.5,75.01511525,D,SouthDelta,Interior
Contra Costa PP Number 01,1/8/2001,1030,0.6,94.68792213,D,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,0.51,94.04183083,D,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,0.46,64.397985,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,0.56,93.85276614,C,SouthDelta,Interior
Contra Costa PP Number 01,11/6/2007,1048,0.69,89.58054651,W,OMR,Interior
Old River North of Rock Slough (St 4b),12/12/1990,1060,0.88,93.02603777,C,OMR,Interior
