Long Station Name,Collection Date,EC,TDS,Sacramento X2,WYT,Location,Area
Middle River at Bacon Island Bridge,4/20/1994,441,253,78.884997,C,OMR,Interior
Middle River at Bacon Island Bridge,4/21/1993,440,253,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/22/1978,466,252,83.59458748,AN,OMR,Interior
Contra Costa PP Number 01,12/5/2006,461,252,88.65054031,W,OMR,Interior
Middle River @ Union Point - P10A,1/8/2018,456,252,84.74492337,BN,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1981,451,252,65.98476899,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/23/1976,425,252,84.52429961,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/1/1976,446,251,86.50645273,C,OMR,Interior
Clifton Court Intake,7/25/1990,457,250,87.85147172,C,OMR,Interior
Middle River at Bacon Island Bridge,1/13/1993,423,250,64.09402935,AN,OMR,Interior
Middle River @ Union Point - P10A,2/3/2015,415,250,87.92593622,C,OMR,Interior
Clifton Court Intake,5/21/1992,463,249,91.77345049,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,249,90.3346038,C,OMR,Interior
Middle River at Bacon Island Bridge,6/28/1991,451,249,91.92518677,C,OMR,Interior
Clifton Court Intake,6/22/1994,450,248,89.49535368,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/22/1990,463,247,83.47764088,C,OMR,Interior
Contra Costa PP Number 01,10/20/1993,458,247,84.89979461,C,OMR,Interior
Clifton Court Intake,10/20/1994,451,247,92.73586707,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1992,458,246,92.85385013,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2008,443,246,93.02142734,D,OMR,Interior
Contra Costa PP Number 01,3/24/1992,421,246,67.98576989,C,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1992,458,245,91.77345049,C,OMR,Interior
Contra Costa PP Number 01,2/7/2005,379,245,66.68285541,AN,OMR,Interior
Clifton Court Intake,9/10/1991,469,244,92.73110822,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/3/1981,423,243,52.53667998,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/9/1979,409,243,64.68168078,BN,OMR,Interior
Contra Costa PP Number 01,1/9/1997,427,242,31.8495819,W,OMR,Interior
Clifton Court Intake,2/17/1994,415,242,75.37363149,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1979,392,242,60.78151419,BN,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1978,439,241,77.695743,AN,OMR,Interior
Middle River @ Union Point - P10A,6/2/2014,436,241,93.56618111,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2008,435,241,81.73068377,C,OMR,Interior
Contra Costa PP Number 01,7/7/2004,430,240,83.05294294,BN,OMR,Interior
Middle River @ Union Point - P10A,2/4/2019,411,240,#N/A,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1979,381,240,59.76457767,BN,OMR,Interior
Middle River @ Union Point - P10A,10/7/2013,430,239,87.90258861,BN,OMR,Interior
Contra Costa PP Number 01,4/4/2000,391,239,70.46558651,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/1/1978,426,238,84.62362617,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/24/1990,420,237,79.66720736,C,OMR,Interior
Middle River at Bacon Island Bridge,5/13/1993,411,237,61.911538,AN,OMR,Interior
Middle River @ Union Point - P10A,3/2/2015,406,237,78.10690622,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,236,84.89979461,C,OMR,Interior
Contra Costa PP Number 01,4/3/2006,428,236,47.97842568,W,OMR,Interior
Middle River @ Union Point - P10A,11/6/2007,427,236,89.58054651,W,OMR,Interior
Contra Costa PP Number 01,2/8/1996,397,235,47.52751567,W,OMR,Interior
Contra Costa PP Number 01,5/19/1992,451,234,92.35936602,C,OMR,Interior
Contra Costa PP Number 01,5/26/1994,427,233,79.98947042,C,OMR,Interior
Contra Costa PP Number 01,2/8/2000,385,233,57.61717763,AN,OMR,Interior
Middle River @ Union Point - P10A,4/6/2015,419,231,88.0123047,C,OMR,Interior
Contra Costa PP Number 01,9/6/2005,418,231,83.07162013,AN,OMR,Interior
Contra Costa PP Number 01,9/10/2003,388,231,81.97587927,AN,OMR,Interior
Rock Slough @ Old River,10/20/1993,425,230,84.89979461,C,OMR,Interior
Middle River @ Union Point - P10A,2/5/2018,402,230,74.06112596,BN,OMR,Interior
Clifton Court Intake,4/8/1993,400,230,54.30864006,AN,OMR,Interior
Contra Costa PP Number 01,5/6/2008,415,229,81.24308533,C,OMR,Interior
Contra Costa PP Number 01,5/12/1993,410,229,63.16142825,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/2/1979,417,228,56.30420023,BN,OMR,Interior
Contra Costa PP Number 01,2/5/2002,385,228,70.70857903,D,OMR,Interior
Contra Costa PP Number 01,5/2/2000,381,228,63.70366373,AN,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,227,87.99178837,C,OMR,Interior
Clifton Court Intake,3/20/1990,404,227,85.09103604,C,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,227,#N/A,W,OMR,Interior
Clifton Court Intake,11/10/1993,418,226,87.72748074,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/1/1978,410,226,81.82001888,AN,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,226,#N/A,BN,OMR,Interior
Middle River @ Union Point - P10A,10/11/2018,407,226,#N/A,W,OMR,Interior
Rock Slough @ Old River,6/22/1994,450,224,89.49535368,C,OMR,Interior
Middle River at Bacon Island Bridge,9/22/1994,407,224,90.04354307,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/19/1979,395,224,82.51114931,BN,OMR,Interior
Contra Costa PP Number 01,2/9/1994,388,224,80.94524586,C,OMR,Interior
Contra Costa PP Number 01,2/10/1993,361,223,66.22571537,AN,OMR,Interior
Contra Costa PP Number 01,6/16/1994,407,221,86.55672415,C,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,221,83.68530205,BN,OMR,Interior
Clifton Court Intake,8/21/1990,397,221,82.94560259,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/28/1978,352,221,58.02981941,AN,OMR,Interior
Middle River @ Union Point - P10A,5/4/2010,400,220,57.05251942,BN,OMR,Interior
Middle River @ Union Point - P10A,6/4/2007,399,220,80.25338455,D,OMR,Interior
Contra Costa PP Number 01,1/5/1994,403,219,81.23635172,C,OMR,Interior
Middle River at Bacon Island Bridge,7/24/1991,404,218,92.78926842,C,OMR,Interior
Rock Slough @ Old River,5/19/1994,395,218,76.51544974,C,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1976,398,217,85.73539321,C,OMR,Interior
Middle River at Bacon Island Bridge,6/22/1994,389,216,89.49535368,C,OMR,Interior
Middle River @ Union Point - P10A,10/4/2016,387,216,86.5637221,C,OMR,Interior
Clifton Court Intake,1/19/1994,367,216,80.49647088,C,OMR,Interior
Clifton Court Intake,2/9/1993,345,216,67.78217395,AN,OMR,Interior
Contra Costa PP Number 01,6/2/2008,366,215,81.73068377,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2008,387,214,88.7732302,C,OMR,Interior
Contra Costa PP Number 01,4/20/1994,375,214,78.884997,C,OMR,Interior
Middle River @ Union Point - P10A,3/4/2008,374,214,66.16351777,C,OMR,Interior
Contra Costa PP Number 01,3/4/2008,361,213,66.16351777,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1979,344,213,57.0496729,BN,OMR,Interior
Rock Slough @ Old River,2/17/1994,370,212,75.37363149,C,OMR,Interior
Middle River at Bacon Island Bridge,1/19/1994,356,212,80.49647088,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/1/1976,351,212,82.93810488,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/3/1981,360,211,60.26052112,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1979,332,211,59.42455314,BN,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,210,69.2729812,AN,OMR,Interior
Rock Slough @ Old River,6/26/1990,377,209,87.03302324,C,OMR,Interior
Middle River @ Union Point - P10A,3/7/2011,372,209,56.35666923,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/24/1978,351,209,85.52855028,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/6/1979,337,209,58.17682582,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/31/1978,320,209,59.82498158,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1990,368,208,90.82305445,C,OMR,Interior
Contra Costa PP Number 01,5/13/1997,363,207,71.63203277,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/12/1980,358,206,65.43895548,AN,OMR,Interior
Rock Slough @ Old River,4/20/1994,357,204,78.884997,C,OMR,Interior
Contra Costa PP Number 01,10/5/1993,368,203,83.89162437,C,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1994,365,203,90.6143213,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/6/1976,348,203,83.05086025,C,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,203,56.18463132,W,OMR,Interior
Middle River at Bacon Island Bridge,10/23/1991,365,202,94.27657666,C,OMR,Interior
Contra Costa PP Number 01,4/22/1992,362,202,77.19407905,C,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1991,359,202,91.14886705,C,OMR,Interior
Contra Costa PP Number 01,2/3/1999,352,202,51.6298188,W,OMR,Interior
Middle River at Bacon Island Bridge,2/9/1993,320,202,67.78217395,AN,OMR,Interior
Middle River @ Union Point - P10A,9/5/2007,364,200,85.25541551,D,OMR,Interior
Old River North of Rock Slough (St 4b),7/25/1989,350,200,80.02863026,D,OMR,Interior
Clifton Court Intake,8/10/1993,348,200,70.9026113,AN,OMR,Interior
Old River North of Rock Slough (St 4b),4/20/1994,348,200,78.884997,C,OMR,Interior
Contra Costa PP Number 01,5/6/2003,330,199,51.50084909,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1982,348,198,0,W,OMR,Interior
Rock Slough @ Old River,1/12/1994,341,198,82.38546939,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/16/1981,366,197,87.76825037,D,OMR,Interior
Middle River @ Union Point - P10A,5/5/2009,358,197,73.26168644,D,OMR,Interior
Middle River @ Union Point - P10A,5/7/2018,352,196,64.92049336,BN,OMR,Interior
Old River South of Rock Slough (St 5A),2/3/1981,325,196,59.47117587,D,OMR,Interior
Rock Slough @ Old River,9/24/1986,285,196,76.64482557,W,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,195,87.41045331,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2009,352,195,88.3635176,C,OMR,Interior
Contra Costa PP Number 01,5/3/2005,346,194,60.83995013,AN,OMR,Interior
Old River North of Rock Slough (St 4b),1/12/1994,337,194,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2016,328,194,66.37589317,BN,OMR,Interior
Rock Slough @ Old River,3/24/1994,328,194,72.52425966,C,OMR,Interior
Middle River @ Union Point - P10A,12/4/2007,348,193,87.28423839,D,OMR,Interior
Clifton Court Intake,3/26/1992,321,193,68.43776556,C,OMR,Interior
Contra Costa PP Number 01,5/6/2002,350,192,71.01564345,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/18/1976,349,192,87.20051714,C,OMR,Interior
Middle River @ Union Point - P10A,9/10/2018,346,192,84.8982076,BN,OMR,Interior
Middle River at Bacon Island Bridge,4/22/1992,335,192,77.19407905,C,OMR,Interior
Middle River at Bacon Island Bridge,4/25/1990,349,191,87.22990049,C,OMR,Interior
Middle River @ Union Point - P10A,5/2/2007,346,191,74.44600721,D,OMR,Interior
Middle River @ Union Point - P10A,2/7/2011,334,191,64.18410148,W,OMR,Interior
Contra Costa PP Number 01,3/13/1995,322,191,37.53111646,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/8/1980,303,191,56.38489514,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/21/1991,347,190,88.57096592,C,OMR,Interior
Middle River @ Union Point - P10A,9/9/2009,345,190,84.37552482,D,OMR,Interior
Contra Costa PP Number 01,4/8/1999,324,190,57.34361395,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/22/1979,352,188,82.75529912,AN,OMR,Interior
Middle River @ Union Point - P10A,10/5/2010,340,188,83.98583932,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1983,338,188,0,W,OMR,Interior
Middle River @ Union Point - P10A,3/10/2016,321,188,62.66343249,BN,OMR,Interior
Middle River @ Union Point - P10A,12/5/2006,341,187,88.65054031,W,OMR,Interior
Contra Costa PP Number 01,6/4/2002,330,187,69.35185908,D,OMR,Interior
Middle River @ Union Point - P10A,4/9/2018,358,186,54.04390508,BN,OMR,Interior
Contra Costa PP Number 01,6/6/2001,335,186,80.28545946,D,OMR,Interior
Rock Slough @ Old River,4/22/1992,330,186,77.19407905,C,OMR,Interior
Middle River at Bacon Island Bridge,1/12/1994,311,186,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2009,336,185,74.90839371,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/17/1983,336,185,0,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2007,335,185,87.02852586,W,OMR,Interior
Middle River @ Union Point - P10A,11/3/2010,334,185,84.63274041,D,OMR,Interior
Old River North of Rock Slough (St 4b),4/22/1992,325,185,77.19407905,C,OMR,Interior
Contra Costa PP Number 01,1/10/1996,303,185,68.97868863,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1980,318,184,64.64696862,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/22/1982,295,184,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/7/1987,285,184,66.96371811,D,OMR,Interior
Contra Costa PP Number 01,2/3/2004,322,183,71.8099759,BN,OMR,Interior
Contra Costa PP Number 01,4/4/2001,341,182,72.87905364,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/13/1976,326,182,78.67838168,C,OMR,Interior
Contra Costa PP Number 01,3/5/2007,315,182,58.91442023,D,OMR,Interior
Contra Costa PP Number 01,5/10/1995,307,182,49.34111805,W,OMR,Interior
Middle River @ Union Point - P10A,4/2/2007,318,181,72.02877378,D,OMR,Interior
Middle River @ Union Point - P10A,7/1/2008,318,180,84.87243383,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/21/1980,304,180,62.47778168,AN,OMR,Interior
Middle River at Bacon Island Bridge,3/26/1992,290,180,68.43776556,C,OMR,Interior
Middle River at Bacon Island Bridge,8/25/1994,336,179,90.48799198,C,OMR,Interior
Contra Costa PP Number 01,6/4/2007,324,179,80.25338455,D,OMR,Interior
Middle River @ Union Point - P10A,6/7/2016,319,179,82.94141541,BN,OMR,Interior
Middle River at Bacon Island Bridge,6/10/1993,337,178,57.844797,AN,OMR,Interior
Middle River @ Union Point - P10A,12/6/2010,321,178,84.27592276,BN,OMR,Interior
Middle River at Bacon Island Bridge,4/23/1991,294,178,85.01362795,C,OMR,Interior
Middle River @ Union Point - P10A,12/1/2009,320,177,92.29828513,D,OMR,Interior
Clifton Court Intake,3/4/1986,306,177,0,W,OMR,Interior
Clifton Court Intake,6/4/1986,303,177,70.7018673,W,OMR,Interior
Middle River @ Union Point - P10A,4/7/2009,314,176,75.36176628,D,OMR,Interior
Middle River at Bacon Island Bridge,12/15/1993,305,176,84.34978841,AN,OMR,Interior
Contra Costa PP Number 01,6/4/2003,293,176,66.71648137,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/4/1976,295,175,79.54923954,C,OMR,Interior
Middle River at Bacon Island Bridge,10/14/1993,295,174,84.61138109,C,OMR,Interior
Contra Costa PP Number 01,6/2/1999,288,174,67.44761682,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/16/1981,279,174,68.66305851,D,OMR,Interior
Contra Costa PP Number 01,6/8/2004,308,173,86.24729429,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/20/1981,294,173,75.19545039,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/16/1983,248,173,64.13561458,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/9/1986,308,172,80.98620884,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/24/1976,290,172,81.91757802,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/5/1982,275,172,58.92308216,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/6/1980,236,172,77.15999944,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1991,323,171,92.73110822,C,OMR,Interior
Contra Costa PP Number 01,11/7/2006,302,171,88.98570418,AN,OMR,Interior
Clifton Court Intake,5/7/1986,280,171,66.57784182,W,OMR,Interior
Contra Costa PP Number 01,3/12/1997,314,170,55.67296976,W,OMR,Interior
Contra Costa PP Number 01,7/1/2008,287,170,84.87243383,C,OMR,Interior
Clifton Court Intake,10/14/1993,287,170,84.61138109,C,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1980,277,170,65.09270984,AN,OMR,Interior
Middle River @ Union Point - P10A,8/5/2008,304,169,88.35573476,C,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,169,81.93439648,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/19/1980,277,169,62.05980719,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/3/1980,293,168,80.90049445,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1981,287,168,87.70223073,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/21/1985,271,168,68.61311727,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/4/1981,263,168,75.67405581,D,OMR,Interior
Middle River @ Union Point - P10A,7/2/2007,303,167,80.94470218,D,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,167,84.89979461,C,OMR,Interior
Middle River at Bacon Island Bridge,11/10/1993,293,165,87.72748074,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/20/1985,302,164,86.18412719,D,OMR,Interior
Contra Costa PP Number 01,6/4/1997,294,164,78.50514499,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/17/1976,285,164,83.10337182,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/15/1980,312,163,76.57711741,AN,OMR,Interior
Middle River @ Union Point - P10A,9/7/2010,294,163,86.84207092,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1985,266,163,71.66117266,D,OMR,Interior
Contra Costa PP Number 01,9/23/1993,285,162,83.44869348,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1984,238,162,68.44196634,W,OMR,Interior
Contra Costa PP Number 01,4/2/2002,295,161,71.94484474,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/4/1987,284,161,81.35372487,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/22/1985,264,161,72.39109753,D,OMR,Interior
Middle River @ Union Point - P10A,9/7/2016,288,160,84.03725468,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1989,282,160,84.23126759,D,OMR,Interior
Contra Costa PP Number 01,10/3/2006,272,160,79.15994988,AN,OMR,Interior
Middle River at Bacon Island Bridge,7/26/1990,286,159,86.56430395,C,OMR,Interior
Middle River @ Union Point - P10A,3/13/2019,278,159,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,159,53.33698971,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/16/1976,263,159,77.79029395,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/26/1980,265,158,76.604144,AN,OMR,Interior
Contra Costa PP Number 01,7/2/2002,262,158,80.39099747,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/26/1976,262,158,81.37221634,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/5/1978,259,158,75.68522065,C,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,158,50.46962633,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2018,284,157,74.73149108,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/28/1976,257,157,78.6716198,C,OMR,Interior
Clifton Court Intake,6/10/1993,301,156,57.844797,AN,OMR,Interior
Contra Costa PP Number 01,12/2/1998,289,156,64.89739823,W,OMR,Interior
Contra Costa PP Number 01,6/6/1996,277,156,61.33562885,W,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,156,80.87356521,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/22/1990,269,156,83.47764088,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/10/1976,254,156,83.87040675,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/5/1982,240,156,0,W,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,155,73.8076039,W,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,155,88.98570418,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1980,266,155,67.64537101,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/16/1980,221,155,68.91440792,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1980,230,154,69.27641079,AN,OMR,Interior
Middle River @ Union Point - P10A,6/8/2010,288,153,67.97063022,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/14/1978,254,153,52.74067557,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1983,281,152,63.15136317,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2007,277,152,84.7182393,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/12/1981,269,152,80.86307077,D,OMR,Interior
Contra Costa PP Number 01,4/21/1993,265,152,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1981,254,152,56.1313435,D,OMR,Interior
Contra Costa PP Number 01,5/2/2007,268,150,74.44600721,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1982,253,150,65.44959567,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1980,244,150,56.84018254,AN,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,149,77.35304839,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1982,240,149,58.19292799,W,OMR,Interior
Contra Costa PP Number 01,4/10/1997,272,148,73.77999403,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1984,261,148,57.98189429,W,OMR,Interior
Contra Costa PP Number 01,6/7/2005,256,148,54.24209382,AN,OMR,Interior
Contra Costa PP Number 01,9/2/1997,269,146,77.2650624,W,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,146,84.14076361,D,OMR,Interior
Contra Costa PP Number 01,7/2/2007,264,146,80.94470218,D,OMR,Interior
Contra Costa PP Number 01,4/2/2007,255,146,72.02877378,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/9/1976,255,146,75.28454988,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/2/1980,223,146,63.56656112,AN,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,145,78.28975195,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/18/1981,243,145,80.97126487,D,OMR,Interior
Contra Costa PP Number 01,7/1/1997,249,144,78.99333076,W,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,144,77.07568175,W,OMR,Interior
Rock Slough at Delta Road Bridge,6/6/2011,259,143,57.57300551,W,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,143,79.15994988,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1985,240,143,77.63759448,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/6/1976,260,142,82.95644102,C,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,142,57.57300551,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/28/1978,237,142,53.14061094,AN,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,140,0,W,OMR,Interior
Clifton Court Intake,9/21/1993,245,140,80.87356521,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1981,227,140,84.3665229,D,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,139,72.94579268,AN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,139,80.72423904,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1984,230,139,52.80804893,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/6/1978,215,139,66.43085838,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/20/1986,233,138,69.94743635,W,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,138,78.12007996,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/6/1979,250,137,80.35169489,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1982,244,137,78.29621658,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/29/1980,227,137,49.08867267,AN,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,136,82.60710477,BN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,136,83.87250454,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/3/1979,210,136,81.41949396,BN,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,135,77.4197889,AN,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,135,82.06398554,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1981,209,135,79.42709404,D,OMR,Interior
Contra Costa PP Number 01,4/6/2004,238,134,69.18983307,BN,OMR,Interior
Old River South of Rock Slough (St 5A),11/20/1979,227,134,77.49708288,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/23/1980,221,134,68.0228655,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/4/1979,216,134,75.2791345,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/13/1976,199,134,75.36424222,C,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,133,78.70958184,W,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,133,56.61660003,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/5/1980,220,133,81.24381742,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1979,214,133,80.43664007,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1978,213,133,83.4381986,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1985,241,132,77.45709937,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,132,0,W,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,132,83.57049111,BN,OMR,Interior
Contra Costa PP Number 01,5/4/2004,233,131,76.25300399,BN,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,131,50.66954548,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/21/1984,232,131,77.90828234,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1980,225,131,79.91615184,BN,OMR,Interior
Old River South of Rock Slough (St 5A),10/19/1982,234,130,67.33005042,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/30/1980,218,130,52.74067557,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/3/1976,212,130,81.80059965,C,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,130,80.02863026,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/23/1981,226,129,75.00542927,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/16/1980,205,129,70.43542093,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1980,204,129,75.79339987,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/7/1979,203,129,74.48111623,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1978,198,129,81.39380513,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1980,219,128,78.251066,BN,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,128,71.77110367,W,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,128,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1982,207,128,49.23180133,W,OMR,Interior
