Long Station Name,Collection Date,EC,K,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,1/4/2016,601,4.3,89.47617765,BN,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,4.4,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,4.4,80.57624471,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,4.4,95.81957478,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,4.4,59.65346245,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,4.5,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,4.5,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,4.5,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,4.5,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,4.5,84.30493265,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,4.5,93.2549537,C,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,4.6,84.5852336,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,4.6,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,4.6,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,4.6,85.01362795,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,4.6,94.9140377,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,4.7,94.04183083,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,4.7,88.57096592,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,4.7,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,4.7,92.0935494,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,4.8,86.56430395,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,4.8,90.77667797,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,4.9,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,5,91.3346382,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,5,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,5.1,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,5.1,92.0935494,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,5.1,93.92384943,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,5.2,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,5.4,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,5.5,64.09402935,AN,SouthDelta,Interior
Old River nr Tracy,4/23/1991,1510,5.6,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,5.7,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,5.7,64.09402935,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,5.8,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,5.8,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,6,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,6.2,79.66720736,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,7.2,79.66720736,C,SouthDelta,Interior
