Long Station Name,Collection Date,EC,Na,Sacramento X2,WYT,Location,Area
Contra Costa PP Number 01,3/13/1995,322,28,37.53111646,W,OMR,Interior
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,D,OMR,Interior
Clifton Court Intake,6/10/1993,301,28,57.844797,AN,OMR,Interior
Contra Costa PP Number 01,6/4/1997,294,28,78.50514499,W,OMR,Interior
Contra Costa PP Number 01,6/4/2003,293,28,66.71648137,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/4/1990,293,28,85.84737194,C,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,28,81.93439648,W,OMR,Interior
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,BN,OMR,Interior
Contra Costa PP Number 01,7/1/2008,287,28,84.87243383,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1981,287,28,87.70223073,D,OMR,Interior
Contra Costa PP Number 01,9/23/1993,285,28,83.44869348,AN,OMR,Interior
Rock Slough @ Old River,7/5/1989,284,28,83.6210952,D,OMR,Interior
Middle River at Bacon Island Bridge,7/30/1990,281,28,85.42890232,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/31/1978,320,27,59.82498158,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1980,318,27,64.64696862,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/12/1994,311,27,82.38546939,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/21/1980,304,27,62.47778168,AN,OMR,Interior
Clifton Court Intake,9/24/1986,292,27,76.64482557,W,OMR,Interior
Clifton Court Intake,4/25/1984,288,27,69.28361272,W,OMR,Interior
Clifton Court Intake,10/14/1993,287,27,84.61138109,C,OMR,Interior
Middle River at Bacon Island Bridge,7/26/1990,286,27,86.56430395,C,OMR,Interior
Clifton Court Intake,10/25/1984,284,27,73.98724845,W,OMR,Interior
Clifton Court Intake,8/23/1983,283,27,65.417376,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1989,282,27,84.23126759,D,OMR,Interior
Clifton Court Intake,5/7/1986,280,27,66.57784182,W,OMR,Interior
Contra Costa PP Number 01,6/6/1996,277,27,61.33562885,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/19/1980,277,27,62.05980719,AN,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,27,88.98570418,AN,OMR,Interior
Rock Slough @ Old River,6/6/1989,271,27,82.54506532,D,OMR,Interior
Contra Costa PP Number 01,9/2/1997,269,27,77.2650624,W,OMR,Interior
Clifton Court Intake,3/26/1992,321,26,68.43776556,C,OMR,Interior
Middle River @ Union Point - P10A,3/10/2016,321,26,62.66343249,BN,OMR,Interior
Middle River at Bacon Island Bridge,2/9/1993,320,26,67.78217395,AN,OMR,Interior
Rock Slough @ Old River,3/11/1992,318,26,67.72093556,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2009,314,26,75.36176628,D,OMR,Interior
Contra Costa PP Number 01,1/10/1996,303,26,68.97868863,W,OMR,Interior
Clifton Court Intake,2/27/1985,303,26,69.20707336,D,OMR,Interior
Clifton Court Intake,1/22/1987,300,26,77.63242892,D,OMR,Interior
Contra Costa PP Number 01,12/2/1998,289,26,64.89739823,W,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,26,84.89979461,C,OMR,Interior
Old River South of Rock Slough (St 5A),5/4/1987,284,26,81.35372487,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1983,281,26,63.15136317,W,OMR,Interior
Contra Costa PP Number 01,10/3/2006,272,26,79.15994988,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/22/1990,269,26,83.47764088,C,OMR,Interior
Rock Slough at Delta Road Bridge,6/6/2011,259,26,57.57300551,W,OMR,Interior
Contra Costa PP Number 01,6/7/2005,256,26,54.24209382,AN,OMR,Interior
Rock Slough @ Old River,9/14/1983,254,26,62.98476901,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/5/1982,240,26,0,W,OMR,Interior
Rock Slough @ Old River,4/30/1987,314,25,82.11012672,D,OMR,Interior
Middle River at Bacon Island Bridge,4/9/1991,306,25,70.47185036,C,OMR,Interior
Rock Slough @ Old River,3/24/1987,302,25,61.48523734,D,OMR,Interior
Middle River @ Union Point - P10A,3/13/2019,278,25,#N/A,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1980,277,25,65.09270984,AN,OMR,Interior
Rock Slough @ Old River,12/17/1986,272,25,84.66151096,W,OMR,Interior
Middle River at Bacon Island Bridge,8/27/1990,267,25,83.52017111,C,OMR,Interior
Clifton Court Intake,6/6/1989,266,25,82.54506532,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1980,266,25,67.64537101,AN,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,25,84.14076361,D,OMR,Interior
Contra Costa PP Number 01,7/2/2007,264,25,80.94470218,D,OMR,Interior
Clifton Court Intake,5/22/1985,264,25,80.38836132,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/14/1978,254,25,52.74067557,AN,OMR,Interior
Rock Slough @ Old River,6/7/1985,252,25,78.26385188,D,OMR,Interior
Contra Costa PP Number 01,7/1/1997,249,25,78.99333076,W,OMR,Interior
Rock Slough @ Old River,1/24/1984,248,25,48.11330856,W,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,25,80.02863026,D,OMR,Interior
Old River North of Rock Slough (St 4b),3/11/1992,302,24,67.72093556,C,OMR,Interior
Middle River at Bacon Island Bridge,4/7/1992,297,24,81.84286737,C,OMR,Interior
Contra Costa PP Number 01,4/2/2002,295,24,71.94484474,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/20/1981,294,24,75.19545039,D,OMR,Interior
Old River near Rock Slough,10/30/1959,281,24,83.58656463,W,OMR,Interior
Clifton Court Intake,4/24/1985,277,24,76.21112065,D,OMR,Interior
Clifton Court Intake,11/12/1986,276,24,77.67357371,D,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,24,80.87356521,AN,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,24,53.33698971,W,OMR,Interior
Contra Costa PP Number 01,4/10/1997,272,24,73.77999403,W,OMR,Interior
Rock Slough @ Old River,3/27/1985,269,24,72.35776358,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/12/1981,269,24,80.86307077,D,OMR,Interior
Rock Slough @ Old River,1/22/1987,268,24,77.63242892,D,OMR,Interior
Clifton Court Intake,9/27/1984,261,24,70.70772119,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,24,78.28975195,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1984,261,24,57.98189429,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/5/1978,259,24,75.68522065,C,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,24,57.57300551,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/6/1979,250,24,80.35169489,AN,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,24,82.60710477,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1980,244,24,56.84018254,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/19/1982,234,24,67.33005042,D,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,24,56.61660003,W,OMR,Interior
Old River North of Rock Slough (St 4b),1/27/1993,302,23,54.16889291,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/22/1982,295,23,0,W,OMR,Interior
Middle River at Bacon Island Bridge,4/23/1991,294,23,85.01362795,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/16/1981,279,23,68.66305851,D,OMR,Interior
Contra Costa PP Number 01,5/2/2007,268,23,74.44600721,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/26/1980,265,23,76.604144,AN,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,23,50.46962633,W,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,23,79.15994988,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1984,230,23,52.80804893,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/7/1986,229,23,81.25987168,W,OMR,Interior
Rock Slough @ Old River,3/23/1993,301,22,56.65439542,AN,OMR,Interior
Rock Slough @ Old River,1/27/1993,294,22,54.16889291,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/7/1987,285,22,66.96371811,D,OMR,Interior
Rock Slough @ Old River,1/30/1985,284,22,71.87547462,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/21/1985,271,22,68.61311727,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1985,266,22,71.66117266,D,OMR,Interior
Contra Costa PP Number 01,4/21/1993,265,22,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/22/1985,264,22,72.39109753,D,OMR,Interior
Contra Costa PP Number 01,7/2/2002,262,22,80.39099747,D,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,22,72.94579268,AN,OMR,Interior
Rock Slough @ Old River,3/27/1984,254,22,59.85340054,W,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,22,0,W,OMR,Interior
Clifton Court Intake,9/21/1993,245,22,80.87356521,AN,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,22,77.4197889,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/18/1981,243,22,80.97126487,D,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,22,80.72423904,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1985,241,22,77.45709937,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1985,240,22,77.63759448,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1982,240,22,58.19292799,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/28/1978,237,22,53.14061094,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/21/1984,232,22,77.90828234,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/20/1979,227,22,77.49708288,AN,OMR,Interior
Clifton Court Intake,1/24/1984,226,22,48.11330856,W,OMR,Interior
Rock Slough @ Old River,11/8/1983,224,22,60.70149483,W,OMR,Interior
Rock Slough @ Old River,7/25/1984,217,22,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,22,0,W,OMR,Interior
Middle River at Bacon Island Bridge,3/26/1992,290,21,68.43776556,C,OMR,Interior
Old River North of Rock Slough (St 4b),3/23/1993,288,21,56.65439542,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/5/1982,275,21,58.92308216,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/4/1981,263,21,75.67405581,D,OMR,Interior
Rock Slough @ Old River,2/27/1985,258,21,69.20707336,D,OMR,Interior
Contra Costa PP Number 01,4/2/2007,255,21,72.02877378,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1982,253,21,65.44959567,W,OMR,Interior
Clifton Court Intake,12/12/1984,252,21,63.6487688,W,OMR,Interior
Contra Costa PP Number 01,6/8/1993,250,21,57.7015985,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/6/1980,236,21,77.15999944,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/20/1986,233,21,69.94743635,W,OMR,Interior
Rock Slough @ Old River,4/24/1985,232,21,76.21112065,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1980,230,21,69.27641079,AN,OMR,Interior
Contra Costa PP Number 01,7/3/2000,229,21,80.70368222,AN,OMR,Interior
Rock Slough @ Old River,5/7/1986,227,21,66.57784182,W,OMR,Interior
Rock Slough @ Old River,5/22/1985,225,21,80.38836132,D,OMR,Interior
Rock Slough @ Old River,8/29/1984,221,21,75.80491853,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/16/1980,221,21,68.91440792,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/23/1980,221,21,68.0228655,AN,OMR,Interior
Rock Slough @ Old River,8/14/1986,219,21,79.51248889,W,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,21,71.77110367,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/30/1980,218,21,52.74067557,AN,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,21,78.41118016,AN,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,21,58.38588799,W,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,21,78.41118016,AN,OMR,Interior
Rock Slough @ Old River,2/18/1993,290,20,59.5796831,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1981,254,20,56.1313435,D,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,20,83.87250454,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1982,244,20,78.29621658,W,OMR,Interior
Clifton Court Intake,5/2/1989,238,20,76.84548272,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1984,238,20,68.44196634,W,OMR,Interior
Clifton Court Intake,11/29/1984,233,20,58.15668026,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/2/1981,232,20,75.30547237,D,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1980,225,20,79.91615184,BN,OMR,Interior
Clifton Court Intake,8/29/1984,222,20,75.80491853,W,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,20,84.55059684,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/6/1978,215,20,66.43085838,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/18/1984,209,20,75.88810175,W,OMR,Interior
Clifton Court Intake,7/26/1983,208,20,60.37858967,W,OMR,Interior
Rock Slough @ Old River,12/13/1983,202,20,48.51750848,W,OMR,Interior
Clifton Court Intake,4/9/1986,197,20,52.99907803,W,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,19,78.70958184,W,OMR,Interior
Clifton Court Intake,4/4/1989,231,19,59.46448107,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1981,227,19,84.3665229,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/29/1980,227,19,49.08867267,AN,OMR,Interior
Rock Slough @ Old River,6/4/1986,225,19,70.7018673,W,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,19,77.07568175,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/5/1980,220,19,81.24381742,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1980,219,19,78.251066,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/4/1979,216,19,75.2791345,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1979,214,19,80.43664007,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1978,213,19,83.4381986,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1980,212,19,49.22949664,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1978,208,19,60.36200235,AN,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,19,83.57049111,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1986,203,19,57.82517336,W,OMR,Interior
Contra Costa PP Number 01,4/6/2004,238,18,69.18983307,BN,OMR,Interior
Contra Costa PP Number 01,5/4/2004,233,18,76.25300399,BN,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,18,50.66954548,W,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,18,82.06398554,D,OMR,Interior
Middle River @ Union Point - P10A,8/7/2017,217,18,80.74384873,W,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,18,79.32528838,W,OMR,Interior
Clifton Court Intake,7/25/1984,212,18,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/18/1983,211,18,51.81872331,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1982,208,18,66.6341757,W,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,18,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1980,204,18,80.02274745,AN,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,18,49.18404199,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/17/1984,201,18,71.23309041,W,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,18,81.20170079,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/18/1978,198,18,76.6622206,C,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,18,82.35063213,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1983,192,18,49.15904734,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1984,190,18,74.34286418,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/23/1981,226,17,75.00542927,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/2/1980,223,17,63.56656112,AN,OMR,Interior
Contra Costa PP Number 01,7/8/1999,211,17,73.33227294,W,OMR,Interior
Rock Slough @ Old River,5/2/1989,211,17,76.84548272,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/16/1980,205,17,70.43542093,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1980,204,17,75.79339987,BN,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1993,203,17,75.05380959,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/7/1979,203,17,74.48111623,BN,OMR,Interior
Old River South of Rock Slough (St 5A),11/3/1980,201,17,78.34640114,BN,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,17,57.60965856,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/24/1982,196,17,58.78823135,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,17,77.48586469,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/20/1984,192,17,72.85477497,W,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,17,70.95431958,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2011,184,17,56.36389323,W,OMR,Interior
Clifton Court Intake,9/14/1983,180,17,62.98476901,W,OMR,Interior
Rock Slough @ Old River,10/12/1983,177,17,55.4774225,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/3/1979,210,16,81.41949396,BN,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1984,209,16,68.46687852,W,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,16,70.16642583,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1982,207,16,49.23180133,W,OMR,Interior
Rock Slough @ Old River,9/27/1984,199,16,70.70772119,W,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,16,80.7913406,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1980,195,16,70.47262594,AN,OMR,Interior
Rock Slough @ Old River,10/25/1984,194,16,73.98724845,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,16,79.32890201,BN,OMR,Interior
Rock Slough @ Old River,6/27/1984,189,16,78.52956136,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/21/1978,189,16,78.00331108,AN,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,16,46.65054443,W,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,16,71.58781984,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/16/1982,180,16,65.44459814,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1982,178,16,53.20631662,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2017,177,16,57.96351261,W,OMR,Interior
Clifton Court Intake,12/13/1983,171,16,48.51750848,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/25/1983,170,16,53.44081668,W,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,15,62.38347365,AN,OMR,Interior
Rock Slough @ Old River,4/21/1993,211,15,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1981,209,15,79.42709404,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/17/1979,201,15,79.03917236,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1978,198,15,81.39380513,AN,OMR,Interior
Rock Slough @ Old River,4/4/1989,194,15,59.46448107,D,OMR,Interior
Rock Slough @ Old River,5/30/1984,194,15,76.19129629,W,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,15,69.40952731,C,OMR,Interior
Rock Slough @ Old River,4/25/1984,193,15,69.28361272,W,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,15,78.12007996,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,15,77.2692402,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1980,186,15,68.25641473,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/17/1982,184,15,76.46364235,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/16/1978,183,15,78.70570663,C,OMR,Interior
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/26/1983,175,15,63.12853224,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/2/1978,175,15,78.68013722,C,OMR,Interior
Rock Slough @ Old River,8/23/1983,171,15,65.417376,W,OMR,Interior
Contra Costa PP Number 01,7/5/2006,162,15,67.43685291,W,OMR,Interior
Rock Slough @ Old River,7/26/1983,158,15,60.37858967,W,OMR,Interior
Rock Slough @ Old River,12/12/1984,195,14,63.6487688,W,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,14,67.21706163,W,OMR,Interior
Rock Slough @ Old River,11/29/1984,186,14,58.15668026,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/30/1978,185,14,77.51582042,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/13/1984,177,14,76.76724225,W,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1993,175,14,78.41118016,AN,OMR,Interior
Rock Slough at Delta Road Bridge,7/5/2011,169,14,56.36389323,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2006,154,14,67.43685291,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1983,154,14,64.89019526,W,OMR,Interior
Rock Slough @ Old River,11/12/1986,180,13,77.67357371,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/21/1979,178,13,73.19414698,BN,OMR,Interior
Contra Costa PP Number 01,7/11/1996,175,13,75.57077698,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1980,174,13,71.80905674,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/14/1980,172,13,71.65830083,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/6/1980,170,13,76.44358914,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/20/1983,138,13,57.24485942,W,OMR,Interior
Clifton Court Intake,7/20/1993,166,12,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,9/2/1998,161,12,67.79734317,W,OMR,Interior
Contra Costa PP Number 01,7/8/1993,159,12,75.05380959,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/29/1980,159,12,75.15820048,AN,OMR,Interior
Contra Costa PP Number 01,8/9/1995,150,12,68.77947219,W,OMR,Interior
Clifton Court Intake,10/12/1983,137,12,55.4774225,W,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1993,161,11,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,7/22/1993,159,11,69.41514716,AN,OMR,Interior
Contra Costa PP Number 01,7/6/2005,151,11,69.97360216,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/10/1993,147,11,70.9026113,AN,OMR,Interior
Contra Costa PP Number 01,7/12/1995,146,11,65.49822638,W,OMR,Interior
Rock Slough @ Old River,7/8/1993,156,10,75.05380959,AN,OMR,Interior
Old River North of Rock Slough (St 4b),7/8/1993,148,10,75.05380959,AN,OMR,Interior
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,W,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,68,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,42,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,90,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,10,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,16,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,35,68.77308425,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,2/6/1985,252,20,73.41962189,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,3/6/1985,218,14,75.19278379,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/5/1985,188,13,73.32362859,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,5/1/1985,175,13,78.27244799,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,6/5/1985,180,13,79.16388993,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/1/1985,186,13,84.4632434,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/2/1985,209,18,87.21027461,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,11/13/1985,183,12,93.32437977,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,12/3/1985,204,15,86.18528925,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,3/11/1986,192,12,0,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/17/1986,195,17,58.63111286,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,5/13/1986,162,12,66.74466463,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,6/11/1986,136,9,72.55213931,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/9/1986,154,10,80.89212924,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/13/1986,281,24,78.64667447,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/11/1986,181,12,80.39346291,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,11/19/1986,156,9,81.75215953,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,12/10/1986,168,12,81.27604043,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/13/1987,209,13,76.87181585,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,2/10/1987,235,16,79.67678587,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,3/10/1987,261,16,68.63243842,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/16/1987,228,13,75.95274748,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,5/20/1987,194,13,86.8498947,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,6/11/1987,241,17,87.93509917,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/24/1987,270,17,92.38516237,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/28/1987,244,24,93.40929912,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,11/24/1987,215,15,94.17613166,W,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,12/16/1987,178,14,78.31728524,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/21/1988,262,21,65.55018705,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,2/23/1988,240,15,85.42875512,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,3/24/1988,225,14,90.7215878,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/28/1988,174,10,77.8567444,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,5/26/1988,226,18,84.55968934,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,6/22/1988,261,21,88.28501837,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/14/1988,174,12,92.74158251,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/16/1988,184,13,89.29628655,C,SJRcorridor,Interior
